id,name,age,salary,city,score,join_date,comment
***-***-6942,N***,,,LO***,21.27,,
***-***-6943,W***,35.0,***-***-00.0,,16.48,***-***-3-40,excellent!!!
***-***-6944,J***,20.0,***-***-00.0,NY***,2.52,***-***-date,
***-***-6945,Y***,40.0,***-***-00.0,LO***,85.07,***-***-date,
***-***-6946,Z***,30.0,***-***-00.0,NY***,55.73,***-***-5-10,excellent!!!
***-***-6947,P***,-5.0,,DE***,81.67,***-***-1-01,bad
***-***-6948,A***,30.0,***-***-00.0,NY***,90.81,,#na#
***-***-6949,D***,25.0,***-***-00.0,,54.88,***-***-1-01,good
***-***-6950,B***,,,DE***,54.25,***-***-date,good
***-***-6951,N***,,,NY***,37.33,***-***-3-40,???
***-***-6952,P***,20.0,***-***-00.0,HY***,56.48,,bad
***-***-6953,,35.0,***-***-00.0,LO***,55.21,,???
***-***-6954,P***,999.0,,PU***,33.52,,???
***-***-6955,H***,20.0,,,39.8,***-***-3-40,
***-***-6956,M***,25.0,***-***-00.0,CH***,67.09,***-***-1-01,excellent!!!
***-***-6957,F***,25.0,***-***-00.0,DE***,6.78,***-***-5-10,#na#
***-***-6958,K***,999.0,***-***-00.0,LO***,34.89,***-***-1-01,???
***-***-6959,Q***,30.0,***-***-00.0,CH***,32.95,***-***-date,avg
***-***-6960,L***,25.0,***-***-00.0,LO***,28.28,***-***-1-01,bad
***-***-6961,,-5.0,***-***-00.0,LO***,35.51,***-***-1-01,???
***-***-6962,M***,40.0,***-***-00.0,BA***,12.26,***-***-5-10,excellent!!!
***-***-6963,O***,20.0,***-***-00.0,PU***,43.16,***-***-5-10,avg
***-***-6964,D***,999.0,***-***-00.0,LO***,66.9,,avg
***-***-6965,F***,40.0,,NY***,44.14,***-***-5-10,excellent!!!
***-***-6966,N***,30.0,***-***-00.0,MU***,88.5,,bad
***-***-6967,,30.0,***-***-00.0,DE***,46.36,***-***-5-10,???
***-***-6968,Z***,20.0,***-***-00.0,MU***,6.16,***-***-5-10,
***-***-6969,W***,-5.0,***-***-00.0,MU***,57.71,***-***-3-40,good
***-***-6970,Q***,35.0,***-***-00.0,KO***,79.6,,???
***-***-6971,V***,,***-***-00.0,LO***,15.39,,bad
***-***-6972,U***,,***-***-00.0,DE***,19.66,,avg
***-***-6973,C***,999.0,***-***-00.0,DE***,,***-***-5-10,
***-***-6974,C***,30.0,***-***-00.0,KO***,94.13,***-***-3-40,#na#
***-***-6975,E***,20.0,,DE***,43.86,***-***-date,
***-***-6976,,30.0,***-***-00.0,LO***,76.82,***-***-3-40,excellent!!!
***-***-6977,B***,30.0,***-***-00.0,LO***,62.83,,
***-***-6978,P***,40.0,***-***-00.0,NY***,35.45,,
***-***-6979,W***,40.0,***-***-00.0,MU***,44.73,***-***-5-10,#na#
***-***-6980,S***,,,MU***,,***-***-1-01,bad
***-***-6981,K***,25.0,***-***-00.0,LO***,,***-***-5-10,???
***-***-6982,K***,35.0,,KO***,33.19,,good
***-***-6983,,25.0,***-***-00.0,KO***,30.4,***-***-3-40,bad
***-***-6984,C***,40.0,***-***-00.0,MU***,,,#na#
***-***-6985,B***,40.0,***-***-00.0,DE***,40.58,***-***-5-10,avg
***-***-6986,P***,-5.0,***-***-00.0,NY***,57.27,,excellent!!!
***-***-6987,,20.0,,KO***,68.96,***-***-date,???
***-***-6988,B***,-5.0,***-***-00.0,HY***,4.03,***-***-1-01,#na#
***-***-6989,B***,25.0,,DE***,,***-***-3-40,excellent!!!
***-***-6990,I***,-5.0,***-***-00.0,BA***,79.7,***-***-5-10,
***-***-6991,X***,35.0,***-***-00.0,,8.63,***-***-5-10,#na#
***-***-6992,W***,20.0,***-***-00.0,DE***,49.22,,???
***-***-6993,F***,30.0,***-***-00.0,BA***,83.23,***-***-1-01,avg
***-***-6994,P***,25.0,***-***-00.0,KO***,33.17,***-***-1-01,???
***-***-6995,W***,,***-***-00.0,DE***,23.03,***-***-1-01,excellent!!!
***-***-6996,F***,999.0,***-***-00.0,PU***,47.95,***-***-5-10,excellent!!!
***-***-6997,P***,20.0,***-***-00.0,MU***,84.52,***-***-5-10,???
***-***-6998,V***,25.0,***-***-00.0,HY***,4.92,,#na#
***-***-6999,C***,35.0,***-***-00.0,KO***,28.99,***-***-3-40,#na#
***-***-7000,Y***,40.0,***-***-00.0,KO***,90.23,***-***-date,excellent!!!
***-***-7001,X***,-5.0,***-***-00.0,KO***,,***-***-date,bad
***-***-7002,M***,999.0,***-***-00.0,,37.63,***-***-5-10,
***-***-7003,S***,,***-***-00.0,CH***,69.58,***-***-3-40,bad
***-***-7004,P***,40.0,***-***-00.0,,5.41,***-***-1-01,#na#
***-***-7005,J***,,,NY***,85.16,***-***-5-10,excellent!!!
***-***-7006,J***,-5.0,***-***-00.0,LO***,31.44,***-***-5-10,excellent!!!
***-***-7007,D***,999.0,***-***-00.0,DE***,42.84,,excellent!!!
***-***-7008,B***,30.0,***-***-00.0,KO***,22.2,***-***-3-40,#na#
***-***-7009,M***,25.0,***-***-00.0,KO***,90.97,***-***-5-10,
***-***-7010,Y***,20.0,***-***-00.0,PU***,83.02,,#na#
***-***-7011,X***,,***-***-00.0,DE***,,***-***-3-40,excellent!!!
***-***-7012,R***,30.0,***-***-00.0,,75.6,***-***-3-40,
***-***-7013,,20.0,***-***-00.0,HY***,76.56,***-***-date,avg
***-***-7014,Q***,999.0,***-***-00.0,NY***,,,
***-***-7015,H***,25.0,***-***-00.0,NY***,23.33,***-***-3-40,bad
***-***-7016,O***,20.0,***-***-00.0,LO***,17.69,***-***-5-10,avg
***-***-7017,N***,999.0,***-***-00.0,PU***,72.22,,#na#
***-***-7018,B***,999.0,***-***-00.0,PU***,86.64,***-***-5-10,avg
***-***-7019,P***,25.0,,CH***,76.82,***-***-date,???
***-***-7020,Z***,35.0,***-***-00.0,NY***,79.47,***-***-date,excellent!!!
***-***-7021,E***,-5.0,***-***-00.0,CH***,75.68,***-***-3-40,#na#
***-***-7022,V***,35.0,,CH***,72.79,,???
***-***-7023,L***,40.0,***-***-00.0,KO***,33.94,***-***-3-40,good
***-***-7024,T***,35.0,***-***-00.0,DE***,0.82,***-***-5-10,good
***-***-7025,P***,,***-***-00.0,DE***,92.25,***-***-3-40,excellent!!!
***-***-7026,T***,-5.0,***-***-00.0,PU***,95.59,***-***-3-40,avg
***-***-7027,R***,25.0,***-***-00.0,CH***,25.71,***-***-date,???
***-***-7028,F***,25.0,***-***-00.0,DE***,7.18,***-***-5-10,avg
***-***-7029,D***,20.0,***-***-00.0,BA***,40.42,***-***-1-01,good
***-***-7030,G***,30.0,***-***-00.0,KO***,49.85,***-***-1-01,???
***-***-7031,O***,35.0,***-***-00.0,MU***,,***-***-1-01,
***-***-7032,Z***,40.0,,HY***,10.11,***-***-3-40,avg
***-***-7033,R***,-5.0,***-***-00.0,NY***,8.1,***-***-1-01,good
***-***-7034,K***,-5.0,,NY***,53.93,***-***-1-01,
***-***-7035,H***,20.0,***-***-00.0,MU***,98.93,,???
***-***-7036,H***,40.0,***-***-00.0,BA***,97.47,,???
***-***-7037,V***,-5.0,***-***-00.0,PU***,4.23,***-***-3-40,
***-***-7038,T***,30.0,***-***-00.0,DE***,70.59,***-***-3-40,good
***-***-7039,S***,20.0,***-***-00.0,KO***,,***-***-date,good
***-***-7040,Q***,30.0,,LO***,36.64,***-***-date,excellent!!!
***-***-7041,Q***,35.0,***-***-00.0,BA***,15.21,***-***-1-01,good
***-***-7042,Q***,25.0,***-***-00.0,KO***,64.22,***-***-1-01,excellent!!!
***-***-7043,X***,35.0,***-***-00.0,CH***,92.32,***-***-date,excellent!!!
***-***-7044,P***,35.0,***-***-00.0,LO***,83.74,***-***-date,excellent!!!
***-***-7045,L***,-5.0,,KO***,18.57,***-***-date,bad
***-***-7046,,30.0,***-***-00.0,HY***,90.45,***-***-1-01,
***-***-7047,J***,25.0,***-***-00.0,LO***,65.56,,good
***-***-7048,K***,-5.0,***-***-00.0,LO***,98.94,***-***-1-01,
***-***-7049,O***,999.0,***-***-00.0,NY***,8.69,***-***-1-01,bad
***-***-7050,J***,35.0,***-***-00.0,DE***,5.11,***-***-1-01,good
***-***-7051,J***,30.0,***-***-00.0,NY***,70.46,***-***-3-40,#na#
***-***-7052,W***,30.0,***-***-00.0,NY***,11.25,***-***-5-10,good
***-***-7053,T***,25.0,***-***-00.0,,4.24,***-***-1-01,
***-***-7054,G***,20.0,***-***-00.0,NY***,77.26,,good
***-***-7055,Y***,25.0,***-***-00.0,KO***,34.67,***-***-3-40,bad
***-***-7056,O***,40.0,,PU***,99.35,***-***-date,excellent!!!
***-***-7057,L***,40.0,***-***-00.0,HY***,,***-***-5-10,excellent!!!
***-***-7058,Z***,20.0,***-***-00.0,NY***,35.44,,excellent!!!
***-***-7059,D***,35.0,***-***-00.0,HY***,76.64,***-***-3-40,
***-***-7060,O***,20.0,***-***-00.0,KO***,54.99,***-***-3-40,avg
***-***-7061,Q***,999.0,***-***-00.0,DE***,17.92,***-***-5-10,???
***-***-7062,Q***,40.0,***-***-00.0,LO***,71.85,***-***-1-01,excellent!!!
***-***-7063,S***,30.0,***-***-00.0,NY***,4.73,***-***-date,bad
***-***-7064,I***,-5.0,***-***-00.0,BA***,46.89,***-***-3-40,#na#
***-***-7065,U***,30.0,***-***-00.0,MU***,36.76,***-***-1-01,
***-***-7066,X***,25.0,***-***-00.0,KO***,95.7,***-***-date,#na#
***-***-7067,V***,40.0,***-***-00.0,NY***,51.56,,bad
***-***-7068,H***,40.0,***-***-00.0,MU***,,***-***-date,bad
***-***-7069,L***,999.0,***-***-00.0,CH***,,***-***-date,
***-***-7070,Q***,35.0,***-***-00.0,HY***,97.59,***-***-date,avg
***-***-7071,P***,40.0,***-***-00.0,DE***,61.75,***-***-3-40,avg
***-***-7072,W***,999.0,***-***-00.0,LO***,66.57,***-***-3-40,bad
***-***-7073,N***,30.0,,CH***,92.97,***-***-3-40,avg
***-***-7074,O***,-5.0,***-***-00.0,DE***,30.19,***-***-1-01,#na#
***-***-7075,H***,-5.0,,LO***,33.27,***-***-3-40,bad
***-***-7076,K***,25.0,***-***-00.0,BA***,37.06,***-***-3-40,
***-***-7077,G***,40.0,***-***-00.0,BA***,27.18,***-***-1-01,
***-***-7078,F***,30.0,***-***-00.0,HY***,87.02,***-***-5-10,excellent!!!
***-***-7079,R***,,***-***-00.0,DE***,59.0,***-***-3-40,???
***-***-7080,V***,40.0,***-***-00.0,MU***,12.69,***-***-5-10,good
***-***-7081,A***,999.0,***-***-00.0,CH***,61.43,***-***-5-10,avg
***-***-7082,E***,35.0,***-***-00.0,HY***,,***-***-1-01,???
***-***-7083,G***,35.0,***-***-00.0,NY***,46.75,***-***-date,???
***-***-7084,C***,20.0,***-***-00.0,HY***,86.89,***-***-1-01,excellent!!!
***-***-7085,,-5.0,***-***-00.0,BA***,69.31,,???
***-***-7086,P***,30.0,***-***-00.0,CH***,59.58,,avg
***-***-7087,X***,-5.0,***-***-00.0,MU***,95.37,***-***-5-10,good
***-***-7088,H***,35.0,***-***-00.0,CH***,58.79,***-***-3-40,#na#
***-***-7089,S***,25.0,***-***-00.0,LO***,40.46,***-***-5-10,excellent!!!
***-***-7090,S***,30.0,,NY***,55.85,,excellent!!!
***-***-7091,V***,,***-***-00.0,MU***,0.47,***-***-3-40,excellent!!!
***-***-7092,E***,999.0,***-***-00.0,,46.1,***-***-5-10,???
***-***-7093,J***,999.0,***-***-00.0,HY***,60.55,***-***-1-01,
***-***-7094,B***,999.0,,CH***,80.14,***-***-date,
***-***-7095,,25.0,***-***-00.0,KO***,10.49,***-***-date,bad
***-***-7096,,40.0,,CH***,20.54,***-***-3-40,bad
***-***-7097,P***,999.0,***-***-00.0,PU***,96.56,***-***-3-40,???
***-***-7098,L***,,***-***-00.0,MU***,91.25,***-***-1-01,excellent!!!
***-***-7099,O***,999.0,***-***-00.0,NY***,19.09,***-***-5-10,???
***-***-7100,Z***,25.0,,BA***,,,avg
***-***-7101,A***,40.0,***-***-00.0,KO***,37.63,***-***-date,
***-***-7102,Z***,30.0,***-***-00.0,KO***,41.31,***-***-date,
***-***-7103,I***,999.0,***-***-00.0,NY***,99.95,***-***-date,
***-***-7104,G***,999.0,***-***-00.0,HY***,45.91,***-***-3-40,bad
***-***-7105,R***,20.0,***-***-00.0,KO***,,***-***-3-40,good
***-***-7106,Q***,,***-***-00.0,MU***,34.01,***-***-1-01,???
***-***-7107,E***,35.0,***-***-00.0,NY***,,***-***-5-10,good
***-***-7108,M***,35.0,***-***-00.0,,76.89,***-***-5-10,
***-***-7109,N***,30.0,,PU***,58.58,,
***-***-7110,D***,20.0,***-***-00.0,DE***,16.19,***-***-1-01,#na#
***-***-7111,Z***,35.0,***-***-00.0,BA***,90.56,***-***-date,good
***-***-7112,H***,35.0,***-***-00.0,NY***,,***-***-5-10,???
***-***-7113,S***,20.0,***-***-00.0,CH***,11.15,***-***-date,good
***-***-7114,,20.0,***-***-00.0,PU***,77.5,,avg
***-***-7115,G***,35.0,***-***-00.0,NY***,80.09,***-***-3-40,excellent!!!
***-***-7116,C***,999.0,***-***-00.0,MU***,63.08,***-***-3-40,#na#
***-***-7117,X***,25.0,***-***-00.0,LO***,53.44,,excellent!!!
***-***-7118,C***,,***-***-00.0,DE***,56.08,,
***-***-7119,Z***,-5.0,,DE***,92.58,,
***-***-7120,P***,40.0,***-***-00.0,DE***,38.57,,avg
***-***-7121,R***,40.0,***-***-00.0,,61.38,***-***-1-01,excellent!!!
***-***-7122,Y***,35.0,***-***-00.0,NY***,16.25,***-***-5-10,#na#
***-***-7123,U***,40.0,***-***-00.0,NY***,12.58,,good
***-***-7124,X***,30.0,***-***-00.0,BA***,87.85,***-***-5-10,excellent!!!
***-***-7125,H***,25.0,***-***-00.0,NY***,53.37,***-***-1-01,
***-***-7126,H***,25.0,***-***-00.0,KO***,,***-***-3-40,avg
***-***-7127,Y***,40.0,,NY***,9.1,***-***-3-40,
***-***-7128,Q***,999.0,***-***-00.0,KO***,70.26,***-***-1-01,
***-***-7129,D***,30.0,***-***-00.0,BA***,80.71,,
***-***-7130,O***,30.0,***-***-00.0,PU***,,***-***-date,excellent!!!
***-***-7131,U***,20.0,***-***-00.0,,56.74,***-***-date,
***-***-7132,Z***,25.0,***-***-00.0,BA***,36.83,***-***-date,???
***-***-7133,W***,20.0,***-***-00.0,,49.26,,bad
***-***-7134,H***,-5.0,***-***-00.0,NY***,55.96,***-***-5-10,excellent!!!
***-***-7135,R***,30.0,***-***-00.0,,1.06,***-***-date,excellent!!!
***-***-7136,Z***,30.0,***-***-00.0,KO***,47.32,***-***-date,
***-***-7137,U***,-5.0,***-***-00.0,DE***,48.31,***-***-5-10,
***-***-7138,X***,25.0,***-***-00.0,CH***,64.38,***-***-1-01,#na#
***-***-7139,,25.0,***-***-00.0,KO***,48.39,***-***-5-10,avg
***-***-7140,M***,999.0,***-***-00.0,NY***,72.34,***-***-date,avg
***-***-7141,H***,40.0,***-***-00.0,LO***,92.85,***-***-1-01,bad
***-***-7142,D***,-5.0,***-***-00.0,DE***,74.64,***-***-5-10,
***-***-7143,Z***,35.0,***-***-00.0,CH***,76.9,***-***-1-01,excellent!!!
***-***-7144,A***,35.0,***-***-00.0,CH***,18.0,***-***-3-40,avg
***-***-7145,M***,-5.0,***-***-00.0,PU***,97.31,***-***-5-10,avg
***-***-7146,M***,35.0,,NY***,57.66,***-***-1-01,good
***-***-7147,V***,30.0,***-***-00.0,,24.78,***-***-1-01,avg
***-***-7148,S***,20.0,***-***-00.0,,7.97,,avg
***-***-7149,D***,30.0,***-***-00.0,,64.27,***-***-date,bad
***-***-7150,H***,,***-***-00.0,KO***,97.92,***-***-5-10,
***-***-7151,X***,35.0,***-***-00.0,KO***,12.17,***-***-5-10,excellent!!!
***-***-7152,Z***,,***-***-00.0,CH***,41.94,,
***-***-7153,D***,35.0,***-***-00.0,MU***,21.1,***-***-1-01,avg
***-***-7154,U***,999.0,***-***-00.0,KO***,13.37,***-***-date,
***-***-7155,S***,,,MU***,39.33,***-***-1-01,good
***-***-7156,J***,40.0,***-***-00.0,NY***,,***-***-1-01,
***-***-7157,K***,20.0,***-***-00.0,MU***,50.99,***-***-3-40,avg
***-***-7158,,30.0,***-***-00.0,LO***,85.52,***-***-5-10,avg
***-***-7159,T***,-5.0,***-***-00.0,PU***,83.46,***-***-1-01,avg
***-***-7160,F***,999.0,***-***-00.0,NY***,61.86,***-***-5-10,#na#
***-***-7161,D***,,***-***-00.0,LO***,4.39,,excellent!!!
***-***-7162,E***,999.0,***-***-00.0,,6.33,***-***-date,#na#
***-***-7163,I***,20.0,,,,***-***-3-40,???
***-***-7164,G***,-5.0,***-***-00.0,HY***,3.93,,???
***-***-7165,Q***,40.0,***-***-00.0,,5.92,***-***-1-01,excellent!!!
***-***-7166,I***,25.0,***-***-00.0,,0.31,***-***-5-10,#na#
***-***-7167,T***,999.0,***-***-00.0,,80.4,***-***-date,excellent!!!
***-***-7168,I***,25.0,***-***-00.0,KO***,90.85,***-***-1-01,
***-***-7169,X***,25.0,***-***-00.0,MU***,15.83,,avg
***-***-7170,T***,35.0,,CH***,87.82,***-***-5-10,
***-***-7171,H***,40.0,***-***-00.0,,,***-***-1-01,good
***-***-7172,M***,999.0,***-***-00.0,HY***,62.16,,good
***-***-7173,D***,40.0,***-***-00.0,HY***,31.42,***-***-1-01,excellent!!!
***-***-7174,I***,25.0,,DE***,88.33,***-***-5-10,excellent!!!
***-***-7175,P***,,***-***-00.0,,48.29,***-***-3-40,excellent!!!
***-***-7176,X***,,***-***-00.0,NY***,48.07,***-***-1-01,
***-***-7177,E***,35.0,,DE***,96.91,***-***-1-01,excellent!!!
***-***-7178,D***,35.0,***-***-00.0,LO***,,***-***-date,bad
***-***-7179,N***,25.0,***-***-00.0,CH***,0.56,***-***-1-01,excellent!!!
***-***-7180,C***,-5.0,***-***-00.0,CH***,35.14,***-***-3-40,
***-***-7181,U***,,***-***-00.0,HY***,58.93,***-***-5-10,???
***-***-7182,D***,20.0,***-***-00.0,DE***,,***-***-5-10,???
***-***-7183,H***,20.0,***-***-00.0,KO***,36.21,***-***-1-01,excellent!!!
***-***-7184,R***,,,BA***,21.76,***-***-3-40,???
***-***-7185,F***,999.0,***-***-00.0,,89.42,***-***-3-40,avg
***-***-7186,Q***,25.0,***-***-00.0,PU***,,,avg
***-***-7187,C***,40.0,,PU***,26.53,***-***-3-40,
***-***-7188,E***,20.0,***-***-00.0,LO***,77.91,***-***-3-40,#na#
***-***-7189,G***,25.0,***-***-00.0,,8.94,,excellent!!!
***-***-7190,,35.0,***-***-00.0,HY***,,***-***-3-40,
***-***-7191,M***,40.0,***-***-00.0,DE***,78.93,***-***-5-10,good
***-***-7192,K***,35.0,***-***-00.0,HY***,98.99,***-***-5-10,good
***-***-7193,L***,40.0,***-***-00.0,,60.16,***-***-5-10,
***-***-7194,X***,35.0,***-***-00.0,LO***,33.31,***-***-date,???
***-***-7195,K***,-5.0,***-***-00.0,MU***,54.45,***-***-3-40,???
***-***-7196,G***,25.0,***-***-00.0,LO***,69.55,***-***-3-40,???
***-***-7197,A***,35.0,***-***-00.0,DE***,87.46,***-***-1-01,good
***-***-7198,W***,40.0,,DE***,3.71,,bad
***-***-7199,S***,40.0,***-***-00.0,LO***,62.5,***-***-1-01,
***-***-7200,E***,35.0,***-***-00.0,LO***,78.25,***-***-3-40,???
***-***-7201,I***,25.0,***-***-00.0,PU***,,***-***-1-01,bad
***-***-7202,N***,,***-***-00.0,KO***,75.39,***-***-3-40,good
***-***-7203,R***,35.0,***-***-00.0,DE***,62.41,***-***-1-01,avg
***-***-7204,C***,999.0,***-***-00.0,NY***,65.75,,excellent!!!
***-***-7205,W***,-5.0,***-***-00.0,BA***,65.99,***-***-3-40,excellent!!!
***-***-7206,X***,,***-***-00.0,LO***,14.27,***-***-date,???
***-***-7207,P***,35.0,***-***-00.0,NY***,19.07,***-***-1-01,good
***-***-7208,F***,,***-***-00.0,NY***,35.89,***-***-3-40,???
***-***-7209,Q***,40.0,***-***-00.0,CH***,26.38,***-***-5-10,avg
***-***-7210,T***,999.0,***-***-00.0,HY***,36.71,***-***-5-10,#na#
***-***-7211,S***,40.0,***-***-00.0,LO***,64.23,***-***-5-10,good
***-***-7212,G***,,***-***-00.0,HY***,46.56,***-***-1-01,
***-***-7213,O***,-5.0,***-***-00.0,NY***,25.67,***-***-5-10,#na#
***-***-7214,W***,,***-***-00.0,PU***,96.74,,#na#
***-***-7215,Y***,30.0,,KO***,5.82,***-***-date,excellent!!!
***-***-7216,J***,999.0,,PU***,90.52,,good
***-***-7217,U***,30.0,***-***-00.0,PU***,7.39,***-***-5-10,
***-***-7218,D***,25.0,***-***-00.0,BA***,61.53,***-***-date,good
***-***-7219,K***,35.0,***-***-00.0,LO***,86.4,,#na#
***-***-7220,Z***,35.0,***-***-00.0,DE***,57.48,***-***-3-40,bad
***-***-7221,W***,-5.0,,DE***,,***-***-5-10,???
***-***-7222,E***,999.0,***-***-00.0,CH***,81.73,***-***-3-40,good
***-***-7223,N***,20.0,***-***-00.0,BA***,51.74,***-***-3-40,good
***-***-7224,W***,30.0,***-***-00.0,,75.46,,excellent!!!
***-***-7225,S***,20.0,***-***-00.0,CH***,18.42,***-***-3-40,good
***-***-7226,,40.0,,,19.79,,excellent!!!
***-***-7227,J***,25.0,***-***-00.0,BA***,64.04,***-***-5-10,#na#
***-***-7228,C***,,***-***-00.0,KO***,68.83,***-***-3-40,avg
***-***-7229,Z***,,***-***-00.0,MU***,2.24,***-***-3-40,good
***-***-7230,P***,35.0,***-***-00.0,KO***,12.01,***-***-3-40,avg
***-***-7231,P***,20.0,***-***-00.0,KO***,23.71,***-***-3-40,
***-***-7232,W***,25.0,***-***-00.0,LO***,21.55,***-***-3-40,good
***-***-7233,I***,25.0,,DE***,89.47,***-***-5-10,bad
***-***-7234,V***,999.0,***-***-00.0,BA***,30.89,***-***-5-10,avg
***-***-7235,L***,40.0,***-***-00.0,BA***,95.68,,avg
***-***-7236,K***,999.0,***-***-00.0,KO***,38.82,***-***-date,#na#
***-***-7237,P***,35.0,***-***-00.0,CH***,38.99,,bad
***-***-7238,A***,25.0,***-***-00.0,PU***,66.99,,excellent!!!
***-***-7239,K***,30.0,***-***-00.0,HY***,72.69,,avg
***-***-7240,O***,25.0,***-***-00.0,CH***,17.77,,excellent!!!
***-***-7241,L***,30.0,***-***-00.0,LO***,10.25,,
***-***-7242,M***,35.0,***-***-00.0,DE***,6.66,***-***-3-40,#na#
***-***-7243,B***,35.0,***-***-00.0,PU***,11.59,***-***-date,bad
***-***-7244,Q***,25.0,***-***-00.0,CH***,47.2,***-***-5-10,bad
***-***-7245,,20.0,***-***-00.0,,82.09,***-***-3-40,good
***-***-7246,N***,20.0,***-***-00.0,CH***,82.6,***-***-3-40,bad
***-***-7247,S***,999.0,***-***-00.0,LO***,59.01,***-***-1-01,#na#
***-***-7248,E***,30.0,***-***-00.0,DE***,12.44,***-***-5-10,avg
***-***-7249,H***,,***-***-00.0,DE***,72.2,***-***-3-40,???
***-***-7250,T***,25.0,,NY***,83.53,***-***-date,good
***-***-7251,B***,30.0,***-***-00.0,,,***-***-3-40,good
***-***-7252,P***,40.0,***-***-00.0,DE***,53.06,***-***-5-10,#na#
***-***-7253,L***,20.0,***-***-00.0,NY***,61.14,***-***-3-40,bad
***-***-7254,J***,30.0,***-***-00.0,NY***,14.6,***-***-5-10,???
***-***-7255,D***,25.0,***-***-00.0,PU***,47.71,***-***-1-01,excellent!!!
***-***-7256,R***,20.0,***-***-00.0,NY***,35.91,***-***-5-10,good
***-***-7257,E***,20.0,***-***-00.0,PU***,65.48,,excellent!!!
***-***-7258,W***,20.0,***-***-00.0,CH***,13.75,***-***-date,good
***-***-7259,,25.0,***-***-00.0,KO***,71.8,***-***-3-40,avg
***-***-7260,A***,35.0,***-***-00.0,LO***,85.47,***-***-date,avg
***-***-7261,O***,30.0,***-***-00.0,KO***,70.98,,avg
***-***-7262,X***,,***-***-00.0,NY***,34.33,,good
***-***-7263,B***,35.0,***-***-00.0,KO***,55.08,***-***-1-01,excellent!!!
***-***-7264,M***,25.0,,MU***,88.23,***-***-3-40,avg
***-***-7265,K***,25.0,***-***-00.0,CH***,97.84,***-***-date,bad
***-***-7266,,30.0,***-***-00.0,PU***,90.87,,???
***-***-7267,N***,20.0,***-***-00.0,DE***,97.02,***-***-1-01,???
***-***-7268,R***,40.0,***-***-00.0,LO***,21.43,,bad
***-***-7269,K***,-5.0,***-***-00.0,,1.09,,???
***-***-7270,C***,30.0,,,62.91,***-***-1-01,excellent!!!
***-***-7271,E***,-5.0,***-***-00.0,KO***,90.57,***-***-1-01,bad
***-***-7272,H***,20.0,***-***-00.0,MU***,81.9,***-***-3-40,???
***-***-7273,X***,20.0,***-***-00.0,KO***,65.24,***-***-1-01,
***-***-7274,V***,35.0,***-***-00.0,,22.63,***-***-1-01,bad
***-***-7275,T***,25.0,***-***-00.0,HY***,,***-***-3-40,bad
***-***-7276,A***,,***-***-00.0,KO***,82.14,***-***-5-10,good
***-***-7277,M***,25.0,***-***-00.0,MU***,,***-***-1-01,bad
***-***-7278,S***,35.0,***-***-00.0,MU***,28.81,***-***-5-10,
***-***-7279,C***,30.0,***-***-00.0,NY***,55.24,***-***-1-01,#na#
***-***-7280,X***,,***-***-00.0,MU***,66.73,***-***-1-01,???
***-***-7281,X***,20.0,***-***-00.0,PU***,16.63,,#na#
***-***-7282,Q***,,***-***-00.0,,58.05,***-***-3-40,avg
***-***-7283,Y***,35.0,***-***-00.0,NY***,6.39,***-***-date,#na#
***-***-7284,W***,20.0,***-***-00.0,,88.9,***-***-3-40,#na#
***-***-7285,S***,35.0,***-***-00.0,MU***,,***-***-date,
***-***-7286,K***,40.0,,PU***,10.77,***-***-1-01,avg
***-***-7287,O***,999.0,***-***-00.0,CH***,90.09,,avg
***-***-7288,V***,,***-***-00.0,KO***,41.04,***-***-3-40,excellent!!!
***-***-7289,E***,,***-***-00.0,KO***,43.67,,bad
***-***-7290,K***,,,MU***,10.04,***-***-5-10,bad
***-***-7291,P***,,***-***-00.0,KO***,11.5,***-***-5-10,good
***-***-7292,T***,20.0,,CH***,55.74,***-***-3-40,
***-***-7293,E***,30.0,***-***-00.0,LO***,26.44,,
***-***-7294,Y***,40.0,***-***-00.0,LO***,60.79,***-***-date,
***-***-7295,O***,35.0,,HY***,,,avg
***-***-7296,Q***,999.0,***-***-00.0,DE***,89.69,***-***-5-10,
***-***-7297,W***,20.0,,LO***,61.82,***-***-3-40,#na#
***-***-7298,A***,40.0,***-***-00.0,CH***,27.68,***-***-5-10,#na#
***-***-7299,A***,25.0,***-***-00.0,PU***,8.58,***-***-1-01,???
***-***-7300,U***,25.0,***-***-00.0,,82.35,***-***-5-10,good
***-***-7301,M***,20.0,***-***-00.0,HY***,92.7,,excellent!!!
***-***-7302,S***,35.0,,,78.7,,good
***-***-7303,H***,-5.0,***-***-00.0,NY***,64.3,***-***-5-10,avg
***-***-7304,L***,40.0,***-***-00.0,KO***,26.42,***-***-3-40,excellent!!!
***-***-7305,A***,20.0,***-***-00.0,BA***,9.19,***-***-1-01,excellent!!!
***-***-7306,U***,999.0,***-***-00.0,CH***,60.57,***-***-date,
***-***-7307,M***,20.0,***-***-00.0,HY***,94.87,***-***-5-10,???
***-***-7308,A***,20.0,***-***-00.0,MU***,95.69,,???
***-***-7309,B***,40.0,***-***-00.0,KO***,38.65,***-***-date,bad
***-***-7310,L***,,***-***-00.0,MU***,80.67,***-***-1-01,excellent!!!
***-***-7311,Q***,25.0,***-***-00.0,HY***,21.62,***-***-5-10,???
***-***-7312,U***,30.0,***-***-00.0,LO***,3.1,***-***-date,excellent!!!
