order_id,customer_id,email,phone,order_amount,quantity,discount_pct,order_date,status,product_category,product_name,payment_type,shipping_country
ORD-10545,CUST-7461,ta***@gmail.com,***-***-1198,3101.9,10,5,2022-07-19,Delivered,Food,T***,Debit Card,MASKED_6cc98ba2
ORD-10546,CUST-7096,og***@outlook.com,***-***-123,2972.1,6,25,2022-12-05,Refunded,Books,T***,Cash,MASKED_c86ee0d9
ORD-10547,CUST-5075,ug***@yahoo.com,***-***-9883,2820.76,4,20,2023-01-07,Delivered,Sports,B***,Bank Transfer,MASKED_24d22e03
ORD-10548,CUST-7068,ce***@outlook.com,***-***-9058,270.36,1,15,2023-08-26,Processing,Toys,P***,Bank Transfer,MASKED_3a52f3c2
ORD-10549,CUST-2512,  ***@outlook.com  ,***-***-1034,2776.62,7,15,2022-07-01,Pending,Sports,D***,PayPal,MASKED_3e8d115e
ORD-10550,CUST-9619,ce***@company.io,***-***-2064,2471.35,5,15,2023-09-13,Shipped,Toys,A***,Cash,MASKED_76423d83
ORD-10551,CUST-4449,fh***@hotmail.com,***-***-3543,2673.35,5,0,2022-03-23,Pending,Food,T***,Credit Card,MASKED_c86ee0d9
ORD-10552,CUST-6967,ds***@hotmail.com,***-***-2082,4213.28,8,0,2022-02-02,Shipped,Clothing,D***,Wire,MASKED_0f177369
ORD-10553,CUST-4932,uw***@company.io,***-***-4313,707.95,1,25,2022-07-04,Delivered,Food,C***,Credit Card,MASKED_3e8d115e
ORD-10554,CUST-9964,ja***@company.io,***-***-1729,366.69,1,10,2022-12-07,refunded,Toys,P***,Cash,MASKED_76423d83
ORD-10555,CUST-1664,  ***@hotmail.com  ,***-***-1036,426.94,1,15,2022-02-18,Pending,Food,P***,Cash,MASKED_19d3326f
ORD-10556,CUST-7373,ny***@enterprise.net,***-***-9930,1369.82,2,25,2022-07-25,Pending,Beauty,S***,Credit Card,MASKED_3e8d115e
ORD-10557,CUST-3548,ad***@gmail.com,***-***-5424,131.2,2,5,2022-04-27,Delivered,Home & Garden,P***,Credit Card,MASKED_19d3326f
ORD-10558,CUST-3627,dr***@enterprise.net,***-***-8842,362.76,3,25,2022-12-26,Pending,Food,P***,gift card,MASKED_6cc98ba2
ORD-10559,CUST-6823,uk***@enterprise.net,***-***-6549,1236.16,8,15,2024-02-07,Pending,Clothing,J***,Bank Transfer,MASKED_76423d83
ORD-10560,CUST-7973,po***@gmail.com,***-***-5918,1012.36,4,25,2024/01/02,Refunded,Books,T***,Bank Transfer,MASKED_c86ee0d9
ORD-10561,CUST-2559,wz***@outlook.com,***-***-3992,586.42,2,20,2022-08-06,Cancelled,Sports,Y***,Debit Card,MASKED_7516fd43
ORD-10562,CUST-6460,vo***@enterprise.net,***-***-2126,552.37,7,0,2023-08-26,Pending,Sports,Y***,Bank Transfer,MASKED_7516fd43
ORD-10563,CUST-3075,kc***@enterprise.net,***-***-4909,2337.44,4,15,2022-01-06,Refunded,Food,T***,PayPal,MASKED_24d22e03
ORD-10564,CUST-9153,ob***@gmail.com,***-***-4132,2602.15,5,25,2022-09-17,Refunded,Home & Garden,L***,Cash,MASKED_c86ee0d9
ORD-10565,CUST-3365,db***@enterprise.net,***-***-3019,1014.24,6,10,2022-11-29,Delivered,Clothing,D***,Cash,MASKED_11aedd0e
ORD-10566,CUST-4339,wd***@gmail.com,***-***-5643,3374.4,8,10,2022-07-01,Delivered,Food,C***,Bank Transfer,MASKED_19d3326f
ORD-10567,CUST-3370,lh***@outlook.com,***-***-9552,4637.7,9,10,2023-12-08,Pending,Clothing,J***,Cash,MASKED_11aedd0e
ORD-10568,CUST-9143,by***@gmail.com,***-***-6363,6640.65,9,25,2024-02-28,Cancelled,Beauty,S***,Cash,MASKED_3e8d115e
ORD-10569,CUST-4951,***@domain.comxuf,***-***-8058,-357.58,6,20,2022-01-17,Refunded,Electronics,L***,Credit Card,MASKED_24d22e03
ORD-10570,CUST-2586,kb***@outlook.com,***-***-7703,714.72,4,0,2022-10-15,Refunded,Books,C***,Bank Transfer,MASKED_3a52f3c2
ORD-10571,CUST-9020,yp***@hotmail.com,***-***-2453,741.35,1,20,2023-08-20,Processing,CLOTHING,S***,PayPal,MASKED_7516fd43
ORD-10572,CUST-2003,yt***@hotmail.com,***-***-3203,718.56,3,101,2022-05-01,Refunded,Beauty,L***,PayPal,MASKED_11aedd0e
ORD-10573,CUST-3518,rv***@gmail.com,***-***-3722,520.11,3,10,2024-01-01,Cancelled,Beauty,F***,Cash,MASKED_24d22e03
ORD-10574,CUST-8616,ez***@company.io,***-***-3077,4334.26,7,0,2022-08-24,Pending,Toys,R***,Credit Card,MASKED_19d3326f
ORD-10575,CUST-6556,xp***@company.io,***-***-5278,3996.54,9,10,2023-07-17,Processing,Food,O***,Credit Card,MASKED_6cc98ba2
ORD-10576,CUST-1188,du***@enterprise.net,***-***-1497,172.92,6,0,2022-11-27,Processing,Food,T***,Credit Card,MASKED_76423d83
ORD-10577,CUST-9941,yc***@company.io,***-***-9847,658.1,5,15,139778,Delivered,Home & Garden,C***,Credit Card,MASKED_c86ee0d9
ORD-10578,CUST-2453,nu***@enterprise.net,***-***-9684,3066.9,6,5,2023-02-19,Delivered,Books,C***,Credit Card,MASKED_3a52f3c2
ORD-10579,CUST-4938,un***@company.io,***-***-8537,328.35,1,20,2022-12-30,Pending,Beauty,F***,Cash,MASKED_c86ee0d9
ORD-10580,CUST-3907,bu***@hotmail.com,***-***-9448,3849.55,5,5,2023-01-23,Refunded,Books,S***,Cash,MASKED_76423d83
ORD-10581,CUST-9656,gr***@yahoo.com,***-***-5126,3475.14,6,0,2023-04-19,Pending,Beauty,S***,PayPal,MASKED_6cc98ba2
ORD-10582,CUST-5761,yj***@company.io,***-***-1368,4442.97,7,5,2024-01-19,Pending,Books,T***,Debit Card,MASKED_19d3326f
ORD-10583,CUST-4423,iz***@outlook.com,***-***-9621,2934.44,4,10,2023-08-25,Shipped,Books,F***,Bank Transfer,MASKED_3a52f3c2
ORD-10584,CUST-3207,cs***@enterprise.net,***-***-1642,1586.4,4,15,2024-05-25,Pending,Books,F***,Credit Card,MASKED_24d22e03
ORD-10585,CUST-9583,zc***@yahoo.com,***-***-6469,884.08,2,15,2023-10-15,Refunded,Food,V***,PayPal,MASKED_11aedd0e
ORD-10586,CUST-9834,xw***@yahoo.com,***-***-9681,2330.3,10,15,2022-12-18,Pending,Clothing,S***,Debit Card,MASKED_6cc98ba2
ORD-10587,CUST-9783,ve***@enterprise.net,***-***-7010,541.95,5,25,2022-01-22,Shipped,Home & Garden,L***,Bank Transfer,MASKED_6cc98ba2
ORD-10588,CUST-2448,zt***@gmail.com,***-***-8465,1893.12,6,0,2022-11-25,Refunded,Beauty,L***,Credit Card,MASKED_c86ee0d9
ORD-10589,CUST-1660,xj***@yahoo.com,***-***-1081,1179.35,5,20,2023-04-04,Processing,Home & Garden,P***,PayPal,MASKED_3a52f3c2
ORD-10590,CUST-5681,tn***@yahoo.com,***-***-8423,1287.22,2,10,2023-08-20,Processing,Food,V***,Cash,MASKED_24d22e03
ORD-10591,CUST-2686,oj***@gmail.com,***-***-6072,802.89,3,20,2023-09-26,Processing,Beauty,L***,Debit Card,MASKED_76423d83
ORD-10592,CUST-8490,hd***@hotmail.com,***-***-8241,3597.93,7,5,2023-03-16,Processing,Books,T***,Cash,MASKED_3a52f3c2
ORD-10593,CUST-8113,rp***@gmail.com,***-***-one),2166.87,3,15,2023-08-28,Shipped,Home & Garden,C***,Debit Card,MASKED_6cc98ba2
ORD-10594,CUST-3387,uj***@yahoo.com,***-***-6518,1078.5,2,0,2022-09-15,Processing,Sports,R***,Bank Transfer,MASKED_19d3326f
ORD-10595,CUST-7400,pu***@gmail.com,***-***-7343,3152.07,9,20,11/24/2022,Pending,Books,F***,Debit Card,MASKED_24d22e03
ORD-10596,CUST-9549,bb***@company.io,***-***-7736,2073.0,3,25,2022-05-28,Pending,Toys,B***,Debit Card,MASKED_11aedd0e
ORD-10597,CUST-3247,xl***@gmail.com,***-***-2508,3771.32,7,25,2024-06-12,unknown,sports,B***,Bank Transfer,MASKED_7516fd43
ORD-10598,CUST-3805,sp***@outlook.com,***-***-8654,3440.16,6,20,2022-03-23,sHiPpEd,Books,F***,Debit Card,MASKED_c86ee0d9
ORD-10599,CUST-4119,pa***@hotmail.com,***-***-9932,1823.4,6,10,2022-11-11,Shipped,Clothing,S***,Credit Card,MASKED_c86ee0d9
ORD-10600,CUST-7526,dk***@company.io,***-***-8589,3332.2,5,25,2024-03-20,Delivered,Toys,R***,Debit Card,MASKED_c86ee0d9
ORD-10601,CUST-8175,vq***@hotmail.com,***-***-9836,5028.72,8,5,2024-06-16,Pending,Clothing,S***,Debit Card,MASKED_19d3326f
ORD-10602,CUST-3400,af***@outlook.com,***-***-7162,MISSING,9,20,2022-05-28,Pending,Toys,A***,Debit Card,MASKED_3a52f3c2
ORD-10603,CUST-3273,rc***@company.io,***-***-1646,1570.9,2,20,2023-08-28,Cancelled,Toys,B***,Debit Card,MASKED_6cc98ba2
ORD-10604,CUST-3129,wy***@company.io,***-***-9391,6978.69,9,20,2023-03-16,Pending,Sports,Y***,PayPal,MASKED_3e8d115e
ORD-10605,CUST-2040,nz***@enterprise.net,***-***-0000,1542.0,2,20,2023-06-29,Delivered,Food,V***,Cash,MASKED_c86ee0d9
ORD-10606,CUST-7392,mv***@enterprise.net,***-***-8481,291231.7,6,20,2022-02-09,Pending,Beauty,M***,Debit Card,MASKED_11aedd0e
ORD-10607,CUST-5411,us***@gmail.comcst,***-***-2689,1645.2,3,10,2023-02-19,Processing,Books,T***,Credit Card,MASKED_3e8d115e
ORD-10608,CUST-7409,ts***@outlook.com,***-***-9022,900.3,2,20,2022-09-27,Delivered,Books,C***,PayPal,MASKED_7516fd43
ORD-10609,CUST-5409,uh***@gmail.com,***-***-7463,2806.02,6,10,2022-04-01,Shipped,Toys,B***,Bank Transfer,MASKED_76423d83
ORD-10610,CUST-2427,ff***@outlook.com,***-***-7273,460.74,2,20,kwqhlm,  Processing  ,Toys,R***,Cash,MASKED_0f177369
ORD-10611,CUST-6315,td***@company.io,***-***-8369,359.8,7,20,2023-03-29,Shipped,Electronics,H***,Debit Card,MASKED_c86ee0d9
ORD-10612,CUST-2359,nz***@hotmail.com,***-***-3230,7288.4,10,0,2024-06-22,Pending,Food,C***,Debit Card,MASKED_11aedd0e
ORD-10613,CUST-9548,pw***@enterprise.net,***-***-3984,2322.12,6,25,2022-04-13,Shipped,Toys,B***,PayPal,MASKED_19d3326f
ORD-10614,CUST-3747 ,pz***@outlook.com,***-***-9615,7091.19,9,5,2024-04-04,Processing,Beauty,F***,Credit Card,MASKED_c86ee0d9
ORD-10615,CUST-9724,dp***@hotmail.com,***-***-2426,2234.24,8,25,2023-04-12,Processing,Home & Garden,L***,PayPal,MASKED_0f177369
ORD-10616,CUST-2675,gz***@gmail.com,***-***-3976,1770.03,9,25,2023-03-27,Pending,Food,V***,Debit Card,MASKED_76423d83
ORD-10617,CUST-4507,fu***@hotmail.com,***-***-7997,7281.7,10,10,2023-11-05,Cancelled,Food,C***,PayPal,MASKED_3a52f3c2
ORD-10618,CUST-7440,xi***@yahoo.com,***-***-6449,533.76,4,10,2024-06-05,Shipped,Books,C***,Bank Transfer,MASKED_24d22e03
ORD-10619,CUST-6355,xp***@company.io,***-***-4981,350.64,2,5,2022-06-02,Pending,Clothing,T***,Debit Card,MASKED_3e8d115e
ORD-10620,CUST-6855,oe***@yahoo.com,***-***-7460,3213.24,6,0,2024-03-28,Pending,Beauty,L***,Credit Card,MASKED_11aedd0e
ORD-10621,CUST-2533,xq***@yahoo.com,***-***-3743,7193.4,10,25,2023-08-24,Refunded,Sports,R***,Credit Card,MASKED_76423d83
ORD-10622,CUST-2886,mq***@hotmail.com,***-***-3472,631.04,8,25,2022-06-05,Pending,Sports,D***,Debit Card,MASKED_76423d83
ORD-10623,CUST-5074,mr***@company.io,***-***-4507,5482.44,9,0,2022-10-28,Cancelled,Food,O***,Bank Transfer,MASKED_6cc98ba2
ORD-10624,CUST-1143,nr***@enterprise.net,***-***-3459,2213.79,3,20,2026-04-29,Delivered,Toys,A***,Credit Card,MASKED_24d22e03
ORD-10625,CUST-9135,zj***@gmail.com,***-***-2943,1873.44,3,5,2022-10-10,  Processing  ,Home & Garden,R***,PayPal,MASKED_19d3326f
ORD-10626,CUST-4781,jh***@hotmail.com,***-***-3725,1337.5,10,20,2023-09-27,Pending,Toys,P***,Credit Card,MASKED_6cc98ba2
ORD-10627,CUST-1960,  ***@outlook.com  ,***-***-7644,153.7,5,15,2023-08-01,Refunded,Beauty,S***,PayPal,MASKED_6cc98ba2
ORD-10628,CUST-9424,bl***@gmail.com,***-***-7759,MISSING,2,20,2022-08-24,Pending,sports,B***,Bank Transfer,MASKED_11aedd0e
ORD-10629,CUST-1695,en***@hotmail.com,***-***-1882,320.82,2,15,2023-12-31,Processing,Clothing,J***,Credit Card,MASKED_7516fd43
ORD-10630,CUST-8036,zy***@outlook.com,***-***-4351,2161.32,6,0,2023-07-29,  Pending  ,Sports,R***,Debit Card,MASKED_3a52f3c2
ORD-10631,CUST-5358,vx***@hotmail.com,***-***-6088,30.51,1,10,2023-10-04,Cancelled,Beauty,M***,Credit Card,MASKED_76423d83
ORD-10632,CUST-2077,pr***@yahoo.com,***-***-9222,1219.14,6,0,2025-07-26,Cancelled,Electronics,H***,Cash,MASKED_0f177369
ORD-10633,CUST-5067,nm***@yahoo.com,***-***-8158,3671.68,8,5,2022-08-04,1,Beauty,F***,Cash,MASKED_24d22e03
ORD-10634,CUST-5251,oc***@company.io,***-***-7051,506.51,1,25,08-05-2022,Cancelled,SPORTS,T***,Cash,MASKED_24d22e03
ORD-10635,CUST-3264,***@domain.comlxt,***-***-9551,1233.85,5,20,2024-01-26,Processing,Food,T***,Bank Transfer,MASKED_19d3326f
ORD-10636,CUST-9186,yo***@company.io,***-***-3709,MISSING,3,20,2023-11-18,refunded,Toys,R***,Cash,MASKED_c86ee0d9
ORD-10637,CUST-9099,pz***@enterprise.net,***-***-8987,2067.48,6,10,2023-11-22,Refunded,Food,T***,Cash,MASKED_3a52f3c2
ORD-10638,CUST-5338,ju***@hotmail.com,***-***-8422,3077.9,7,20,2022-11-16,Processing,Toys,L***,Bank Transfer,MASKED_7516fd43
ORD-10639,CUST-8141,ik***@outlook.com,***-***-3479,376.6,10,20,2023-04-01,Cancelled,Books,C***,Credit Card,MASKED_6cc98ba2
ORD-10640,CUST-5073,vc***@outlook.com,***-***-9372,276.67,1,0,2023-02-15,dispatched,Electronics,L***,Debit Card,MASKED_3e8d115e
ORD-10641,CUST-5238,mg***@company.io,***-***-9955,952.11,9,25,2025-10-14,Cancelled,Sports,T***,Credit Card,MASKED_6cc98ba2
ORD-10642,CUST-5079,  ***@company.io  ,***-***-8214,4462.56,9,10,2023-06-03,SHIPPED,Food,T***,PayPal,MASKED_76423d83
ORD-10643,CUST-8773,pz***@hotmail.com,***-***-2013,570.84,6,5,2024-05-02,Cancelled,Toys,R***,Cash,MASKED_6cc98ba2
ORD-10644,CUST-3226,ik***@company.io,***-***-3931,2444.0,10,0,2022-10-28,Delivered,Home & Garden,R***,PayPal,MASKED_19d3326f
ORD-10645,CUST-4150,mb***@company.io,***-***-3143,4631.88,6,5,2024-05-27,Shipped,Beauty,P***,Bank Transfer,MASKED_6cc98ba2
ORD-10646,CUST-8404,ui***@hotmail.com,***-***-8765,744.65,5,10,2023-02-15,Processing,Books,T***,Cash,MASKED_76423d83
ORD-10647,CUST-9795,ce***@gmail.com,***-***-9458,9.86,1,15,2026-01-22,Refunded,Beauty,S***,Cash,MASKED_c86ee0d9
ORD-10648,CUST-7963,ep***@yahoo.com,***-***-3697,3414.65,5,0,2022-07-28,Cancelled,Home & Garden,P***,Debit Card,MASKED_0f177369
ORD-10649,CUST-4810,ls***@outlook.com,***-***-5396,1078.08,2,0,2022-02-02,Refunded,Toys,P***,PayPal,MASKED_11aedd0e
ORD-10650,CUST-2390,qi***@hotmail.com,***-***-4379,4378.64,8,5,2023-11-12,Shipped,Toys,A***,Bank Transfer,MASKED_c86ee0d9
ORD-10651,CUST-4184,wo***@hotmail.com,***-***-4760,207.67,1,10,2024-01-07,Cancelled,Electronics,S***,Debit Card,MASKED_11aedd0e
ORD-10652,CUST-6889,ww***@outlook.com,***-***-9711,1035.05,5,5,2024-04-19,Cancelled,Home & Garden,P***,Credit Card,MASKED_0f177369
ORD-10653,CUST-7324,so***@company.io,***-***-9645,3499.7,5,20,2024-03-06,Processing,Home & Garden,C***,Credit Card,MASKED_11aedd0e
ORD-10654,CUST-3867,pd***@yahoo.com,***-***-4709,3988.81,7,20,2023-04-06,  Processing  ,Toys,R***,Debit Card,MASKED_3a52f3c2
ORD-10655,CUST-4474,zz***@yahoo.com,***-***-2916,570.79,1,0,2022-07-09,Processing,Clothing,J***,Credit Card,MASKED_7516fd43
ORD-10656,CUST-5740,kl***@enterprise.net,***-***-2393,2874.8,4,20,2023-06-07,Pending,Clothing,D***,PayPal,MASKED_6cc98ba2
ORD-10657,CUST-1057,ik***@outlook.com,***-***-7212,5132.54,7,15,2024-05-04,Pending,Books,T***,Credit Card,MASKED_7516fd43
ORD-10658,CUST-9874,zr***@gmail.com,***-***-5405,647.17,1,20,2023-04-26,Pending,Beauty,F***,Cash,MASKED_7516fd43
ORD-10659,CUST-2938,tl***@company.io,***-***-8951,3765.87,9,20,2022-03-16,Shipped,Toys,L***,PayPal,MASKED_24d22e03
ORD-10660,CUST-4060,jv***@gmail.com,***-***-1095,4175.64,9,20,2023-01-13,unknown,Beauty,M***,Crypto,MASKED_3e8d115e
ORD-10661,CUST-8139,iy***@yahoo.com,***-***-8823,5265.89,7,10,qpsttl,Cancelled,Toys,L***,Bank Transfer,MASKED_7516fd43
ORD-10662,CUST-7015,gd***@gmail.com,***-***-1295,316.29,3,25,2022-02-20,dispatched,Sports,B***,Debit Card,MASKED_3e8d115e
ORD-10663,CUST-2457,yl***@company.io,***-***-9465,45.1,5,5,2022-06-14,Refunded,Beauty,P***,Bank Transfer,MASKED_3a52f3c2
ORD-10664,CUST-7091,zb***@company.io,***-***-8599,77.72,1,0,2024-04-15,Refunded,Clothing,T***,PayPal,MASKED_c86ee0d9
ORD-10665,CUST-8927,tb***@enterprise.net,***-***-9260,-155.8,1,20,2024-03-15,Shipped,Beauty,F***,PayPal,MASKED_11aedd0e
ORD-10666,CUST-9432,un***@hotmail.com,***-***-6093,6354.6,10,20,2022-03-26,PROCESSING,Home & Garden,S***,Credit Card,MASKED_11aedd0e
ORD-10667,CUST-3480,du***@company.io,***-***-5472,1092.92,4,20,2023-03-22,Pending,Toys,P***,Bank Transfer,MASKED_3a52f3c2
ORD-10668,CUST-6420,xy***@gmail.com,***-***-8279,1303.35,3,10,2023-12-23,VOID,Home & Garden,R***,PayPal,MASKED_0f177369
ORD-10669,CUST-6070,cy***@gmail.com,***-***-2666,4040.08,8,5,2022-04-13,Pending,Toys,L***,Bank Transfer,MASKED_19d3326f
ORD-10670,CUST-2362,pr***@yahoo.com,***-***-3215,2802.05,5,5,2023-03-25,Shipped,Beauty,F***,PayPal,MASKED_7516fd43
ORD-10671,CUST-6567,wt***@hotmail.com,***-***-9066,2114.1,10,0,2024-02-23,Delivered,Electronics,S***,Debit Card,MASKED_0f177369
ORD-10672,CUST-1199,sp***@enterprise.net,***-***-1049,3104.08,4,10,2022-12-23,Processing,Electronics,L***,Debit Card,MASKED_6cc98ba2
ORD-10673,CUST-7355,pz***@gmail.com,***-***-8977,124.02,3,20,2023-08-15,Pending,Electronics,L***,Bank Transfer,MASKED_24d22e03
ORD-10674,CUST-7143,bo***@gmail.com,***-***-9040,2334.7,5,15,2023-01-22,Processing,Beauty,P***,PayPal,MASKED_7516fd43
ORD-10675,CUST-3448,qv***@yahoo.com,***-***-2560,-77.11,3,0,2022-01-16,Refunded,Home & Garden,S***,Cash,MASKED_7516fd43
ORD-10676,CUST-1106 ,ja***@enterprise.net,***-***-6473,1484.79,3,20,2023-07-24,Cancelled,Beauty,S***,PayPal,MASKED_24d22e03
ORD-10677,CUST-6795,et***@yahoo.com,***-***-8568,1106.31,3,15,2024-06-30,Pending,Books,C***,Debit Card,MASKED_7516fd43
ORD-10678,CUST-9556,ci***@hotmail.com,***-***-6997,5666.49,9,20,2022-04-07,9,Food,C***,Credit Card,MASKED_19d3326f
ORD-10679,CUST-8843,ni***@enterprise.net,***-***-4538,729721.27,6,0,2023-07-15,Delivered,Beauty,F***,Debit Card,MASKED_19d3326f
ORD-10680,CUST-4502,uh***@outlook.com,***-***-4746,47.91,1,5,2023-11-10,Processing,Food,C***,PayPal,MASKED_76423d83
ORD-10681,CUST-3073,mh***@enterprise.net,***-***-3090,2249.52,4,0,2023-10-12,Processing,Sports,Y***,PayPal,MASKED_c86ee0d9
ORD-10682,CUST-7847,dl***@gmail.com,***-***-7485,1215.45,3,5,2026-07-15,  Refunded  ,Home & Garden,S***,PayPal,MASKED_24d22e03
ORD-10683,CUST-7195,lj***@gmail.com,***-***-9698,756.78,2,5,2022-05-03,Pending,Home & Garden,P***,Debit Card,MASKED_19d3326f
ORD-10684,CUST-7843,qk***@hotmail.com,***-***-1664,4651.38,6,15,2022-08-28,Refunded,Sports,B***,Debit Card,MASKED_76423d83
ORD-10685,CUST-7175,jh***@hotmail.com,***-***-3767,70.74,6,15,2022-05-18,Delivered,Beauty,M***,Credit Card,MASKED_11aedd0e
ORD-10686,CUST-2607,fk***@company.io,***-***-4933,7605.4,10,25,2022-11-15,Refunded,Books,F***,Cash,MASKED_24d22e03
ORD-10687,CUST-4314,fo***@enterprise.net,***-***-2289,800.76,4,25,2024-05-04,Shipped,Beauty,F***,Bank Transfer,MASKED_6cc98ba2
ORD-10688,CUST-6906,zg***@hotmail.com,***-***-8736,4547.16,6,10,2023-02-07,Delivered,Electronics,S***,Cash,MASKED_6cc98ba2
ORD-10689,CUST-7081,fh***@hotmail.com,***-***-8318,785.58,3,5,2022-04-26,Processing,Clothing,T***,Bank Transfer,MASKED_11aedd0e
ORD-10690,CUST-2906,js***@outlook.com,***-***-1914,2259.18,3,15,2023-08-04,Delivered,Books,S***,Bank Transfer,MASKED_3a52f3c2
ORD-10691,CUST-4426,aq***@enterprise.net,***-***-3887,1290.4,5,15,2024-06-29,Cancelled,Clothing,D***,PayPal,MASKED_11aedd0e
ORD-10692,CUST-7663,cf***@yahoo.com,***-***-2826,3830.19,7,10,2022-03-05,Refunded,Food,C***,PayPal,MASKED_c86ee0d9
ORD-10693,CUST-3022,by***@yahoo.com,***-***-9668,5553.8,10,25,2023-12-12,Pending,Food,V***,Debit Card,MASKED_7516fd43
ORD-10694,CUST-7119,fq***@outlook.com,***-***-4493,639.72,6,5,2022-06-01,Processing,Home & Garden,L***,Bank Transfer,MASKED_3a52f3c2
ORD-10695,CUST-8522,pe***@company.io,***-***-9156,1452.76,2,0,2024-02-22,Cancelled,Home & Garden,L***,Debit Card,MASKED_6cc98ba2
ORD-10696,CUST-5294,ad***@outlook.com,***-***-8839,5171.74,7,5,2022-11-29,Delivered,Electronics,H***,Debit Card,MASKED_c86ee0d9
ORD-10697,CUST-3527,zz***@enterprise.net,***-***-4016,2702.22,6,5,2024-01-22,Shipped,Home & Garden,R***,Credit Card,MASKED_6cc98ba2
ORD-10698,CUST-4871,zi***@hotmail.com,***-***-4753,1793.92,8,20,2022-11-09,Pending,Books,C***,PayPal,MASKED_c86ee0d9
ORD-10699,CUST-1737,fk***@outlook.com,***-***-2191,3168.25,5,5,2023-10-04,Refunded,Electronics,L***,PayPal,MASKED_76423d83
ORD-10700,CUST-1297,bo***@yahoo.com,***-***-1244,649.91,1,0,2023-09-30,Refunded,Beauty,S***,Credit Card,MASKED_c86ee0d9
ORD-10701,CUST-4790,hy***@company.io,***-***-3160,5720.72,8,15,2023-10-30,Delivered,Clothing,T***,Bank Transfer,MASKED_3e8d115e
ORD-10702,CUST-6486,kg***@yahoo.com,***-***-1748,4853.97,9,5,2022-05-04,Cancelled,Food,C***,PayPal,MASKED_7516fd43
ORD-10703,CUST-8131,uh***@hotmail.com,***-***-8337,2190.4,5,20,2023-04-06,Shipped,Toys,L***,Bank Transfer,MASKED_3a52f3c2
ORD-10704,CUST-8608,lz***@gmail.com,***-***-6867,1532.4,10,5,2023-08-06,Refunded,Beauty,S***,Debit Card,MASKED_3e8d115e
ORD-10705,CUST-5751,sp***@company.io,***-***-6495,1366.78,2,20,10-11-2022,Shipped,Home & Garden,P***,Bank Transfer,MASKED_6cc98ba2
ORD-10706,CUST-8387,zt***@yahoo.com,***-***-7716,1121.25,5,10,2022-01-18,Cancelled,Home & Garden,C***,Debit Card,MASKED_c86ee0d9
ORD-10707,CUST-8299,pn***@gmail.com,***-***-2886,1548.06,2,15,2024-02-19,Pending,Home & Garden,R***,PayPal,MASKED_11aedd0e
ORD-10708,CUST-7250,hs***@yahoo.com,***-***-4660,4755.52,7,20,2022-02-25,Pending,Toys,A***,PayPal,MASKED_76423d83
ORD-10709,CUST-8049,fw***@company.io,***-***-2126,446.52,1,10,2023-12-24,Shipped,Books,C***,PayPal,MASKED_3a52f3c2
ORD-10710,CUST-5074,kf***@outlook.com,***-***-4000,94.86,3,10,2023-03-16,Processing,Sports,Y***,Credit Card,MASKED_11aedd0e
ORD-10711,CUST-5597,sk***@company.io,***-***-2469,1372.26,3,25,2023-11-10,Delivered,Home & Garden,R***,PayPal,MASKED_76423d83
ORD-10712,CUST-6517,ea***@yahoo.com,***-***-3186,1084.56,3,20,2022-06-06,Cancelled,Food,O***,Credit Card,MASKED_c86ee0d9
ORD-10713,CUST-8008,io***@outlook.com,***-***-7993,MISSING,2,5,2024-03-05,Delivered,Electronics,S***,Cash,MASKED_3e8d115e
ORD-10714,CUST-5437,xb***@yahoo.com,***-***-9850,-104.89,4,10,2023-04-15,Pending,Toys,R***,Credit Card,MASKED_76423d83
ORD-10715,CUST-8803,  ***@outlook.com  ,***-***-6261,1332.4,2,10,2023-02-28,Pending,Food,T***,Cash,MASKED_c86ee0d9
ORD-10716,CUST-6623,kq***@hotmail.com,***-***-5616,368.8,10,25,2022-09-18,Cancelled,Sports,D***,Debit Card,MASKED_0f177369
ORD-10717,CUST-7814,lu***@company.io,***-***-2211,2236.12,4,15,2023-03-16,Pending,Home & Garden,R***,PayPal,MASKED_7516fd43
ORD-10718,CUST-5092,dc***@company.io,***-***-3679,4200.07,7,0,2023-01-05,Shipped,Home & Garden,L***,Debit Card,MASKED_76423d83
ORD-10719,CUST-8255,ji***@outlook.com,***-***-9496,1195.35,5,15,2023-06-05,Cancelled,Beauty,F***,PayPal,MASKED_7516fd43
ORD-10720,CUST-6186,ae***@yahoo.com,***-***-8411,528.68,4,15,2023-05-01,Shipped,Sports,D***,Debit Card,MASKED_3e8d115e
ORD-10721,CUST-3484,  ***@outlook.com  ,***-***-7590,1250.2,7,5,2023-03-23,Processing,Books,B***,Debit Card,MASKED_6cc98ba2
ORD-10722,CUST-3572,***@***.***,***-***-3487,2259.92,4,0,2024-04-28,Processing,Books,F***,PayPal,MASKED_11aedd0e
ORD-10723,CUST-6067,  ***@yahoo.com  ,***-***-1697,463.5,9,15,08/08/2023,Cancelled,Clothing,S***,Bank Transfer,MASKED_0f177369
ORD-10724,CUST-3953,vn***@company.io,***-***-8145,961.88,4,5,2022-07-03,Pending,Food,O***,Debit Card,MASKED_7516fd43
ORD-10725,CUST-8315,be***@hotmail.com,***-***-5549,727302.37,2,20,2023-12-09,Cancelled,Sports,Y***,Debit Card,MASKED_19d3326f
ORD-10726,CUST-9912,ta***@yahoo.com,***-***-6271,2453.85,9,25,2022-02-17,Shipped,Home & Garden,L***,PayPal,MASKED_3a52f3c2
